Name,Value,Timestamp,Step
"cv_f1_macro",0.7998887841665216,1744769190588,1
"test_accuracy",0.8318181818181818,1744769190588,1
"test_f1_macro",0.8194345915797449,1744769190588,1
"test_f1_poor",0.8109610802223988,1744769190588,1
"test_f1_standard",0.7943262411347518,1744769190588,1
"test_f1_good",0.8530164533820841,1744769190588,1
